dma1_name,sales1_name,chan1_name,chan2_name,chan3_name,all_name,max,cpp,hl,hrf,wks,beta,curvegroup_name,factor_1
WICHITA-KS,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,694116.0702,0.012101881,0,0.75,1,629.5727632,weekly,183.335744
WICHITA-KS,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,694116.0702,0.012101881,5,0.15,1,2688.477723,weekly,134.2444594
WICHITA-KS,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,694116.0702,0.012101881,0,0.6,1,4292.965469,weekly,129.9605091
WICHITA-KS,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,694116.0702,0.012101881,5,0.45,1,5240.683922,weekly,132.684802
COLUMBUS-OH,New Loyal KC,Search PLA,Non-Brand,Desktop,overall,553344.6149,0.016529041,5,0.05,1,187.1303105,weekly,192.6980436
COLUMBUS-OH,New Loyal NKC,Search PLA,Non-Brand,Desktop,overall,553344.6149,0.016529041,0,0.45,1,68.64068974,weekly,116.4523448
COLUMBUS-OH,Existing Loyal NKC,Search PLA,Non-Brand,Desktop,overall,553344.6149,0.016529041,5,0.3,1,6183.999934,weekly,108.112567
COLUMBUS-OH,Existing Loyal KC,Search PLA,Non-Brand,Desktop,overall,553344.6149,0.016529041,0.3,0.05,1,126729.1117,weekly,132.6281006
COLUMBUS-OH,Existing Non-Loyal KC,Search PLA,Non-Brand,Desktop,overall,553344.6149,0.016529041,1,0.75,1,20612.06697,weekly,134.4078264
FLINT/SAGINAW-BAY CITY-MI,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,689292.2786,0.012101881,5,0.3,1,449.8981272,weekly,109.7065323
FLINT/SAGINAW-BAY CITY-MI,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,689292.2786,0.012101881,0,0.75,1,704.4147579,weekly,187.5702431
FLINT/SAGINAW-BAY CITY-MI,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,689292.2786,0.012101881,5,0.15,1,2446.840155,weekly,130.4006023
FLINT/SAGINAW-BAY CITY-MI,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,689292.2786,0.012101881,0,0.6,1,6904.905078,weekly,131.1116746
FLINT/SAGINAW-BAY CITY-MI,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,689292.2786,0.012101881,5,0.45,1,7119.307303,weekly,130.6763311
PHILADELPHIA-PA,New Non-Loyal KC,Tab,Other,Other,overall,1370697.7,0.050724049,0,0.75,1,87.96207832,weekly,185.6556003
PHILADELPHIA-PA,New Loyal KC,Tab,Other,Other,overall,1370697.7,0.050724049,0.3,0.05,1,2331.860663,weekly,199.1502363
PHILADELPHIA-PA,New Loyal NKC,Tab,Other,Other,overall,1370697.7,0.050724049,1,0.05,1,4525.354498,weekly,134.5501518
PHILADELPHIA-PA,New Non-Loyal NKC,Tab,Other,Other,overall,1370697.7,0.050724049,0,0.3,1,2430.747245,weekly,136.5765647
PHILADELPHIA-PA,Existing Non-Loyal NKC,Tab,Other,Other,overall,1370697.7,0.050724049,0.3,0.05,1,80346.91851,weekly,113.5369553
PHILADELPHIA-PA,Existing Non-Loyal KC,Tab,Other,Other,overall,1370697.7,0.050724049,0,0.05,1,313929.0606,weekly,134.1108966
PHILADELPHIA-PA,Existing Loyal NKC,Tab,Other,Other,overall,1370697.7,0.050724049,0.3,0.05,1,415894.1596,weekly,114.1303329
PHILADELPHIA-PA,Existing Loyal KC,Tab,Other,Other,overall,1370697.7,0.050724049,0,0.75,1,117131.463,weekly,136.0091819
WACO/TEMPLE/BRYAN-TX,New Loyal KC,Display,Display,Display,overall,3484919,0.002732882,1,0.75,1,162.5070611,weekly,192.2035419
WACO/TEMPLE/BRYAN-TX,New Loyal NKC,Display,Display,Display,overall,3484919,0.002732882,9,0.75,1,259.7926986,weekly,121.5405297
WACO/TEMPLE/BRYAN-TX,Existing Non-Loyal NKC,Display,Display,Display,overall,3484919,0.002732882,0.3,0.05,1,3966.41715,weekly,108.3154892
WACO/TEMPLE/BRYAN-TX,New Non-Loyal NKC,Display,Display,Display,overall,3484919,0.002732882,1,0.45,1,808.7683848,weekly,138.8645354
WACO/TEMPLE/BRYAN-TX,Existing Loyal NKC,Display,Display,Display,overall,3484919,0.002732882,0,0.75,1,8116.103354,weekly,101.9430748
WACO/TEMPLE/BRYAN-TX,Existing Non-Loyal KC,Display,Display,Display,overall,3484919,0.002732882,1,0.15,1,19696.5431,weekly,131.9338852
WACO/TEMPLE/BRYAN-TX,Existing Loyal KC,Display,Display,Display,overall,3484919,0.002732882,0,0.05,1,138431.7865,weekly,129.2617439
MOBILE/PENSACOLA-AL / FL,New Loyal KC,Tab,Weekend,Weekend,overall,105851.4404,0.036917636,0.3,0.05,1,60.90311096,weekly,182.8439867
MOBILE/PENSACOLA-AL / FL,New Loyal NKC,Tab,Weekend,Weekend,overall,105851.4404,0.036917636,1,0.05,1,153.2956053,weekly,115.1599719
MOBILE/PENSACOLA-AL / FL,New Non-Loyal KC,Tab,Weekend,Weekend,overall,105851.4404,0.036917636,0,0.75,1,586.8454313,weekly,194.4458573
MOBILE/PENSACOLA-AL / FL,Existing Non-Loyal NKC,Tab,Weekend,Weekend,overall,105851.4404,0.036917636,0.3,0.05,1,2385.762387,weekly,107.1988848
MOBILE/PENSACOLA-AL / FL,New Non-Loyal NKC,Tab,Weekend,Weekend,overall,105851.4404,0.036917636,0,0.3,1,1141.841865,weekly,131.8462634
MOBILE/PENSACOLA-AL / FL,Existing Loyal NKC,Tab,Weekend,Weekend,overall,105851.4404,0.036917636,0,0.05,1,7447.403992,weekly,104.5233634
MOBILE/PENSACOLA-AL / FL,Existing Non-Loyal KC,Tab,Weekend,Weekend,overall,105851.4404,0.036917636,0,0.05,1,18767.45671,weekly,135.8634193
MOBILE/PENSACOLA-AL / FL,Existing Loyal KC,Tab,Weekend,Weekend,overall,105851.4404,0.036917636,0,0.05,1,41875.79492,weekly,133.6778434
SACRAMENTO-CA,Existing Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,471807.039,0.018436475,5,0.3,1,447.5185571,weekly,113.2380653
SACRAMENTO-CA,Existing Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,471807.039,0.018436475,5,0.45,1,1088.337115,weekly,124.0196798
SACRAMENTO-CA,New Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,471807.039,0.018436475,0,0.75,1,3113.184339,weekly,186.82707
SACRAMENTO-CA,New Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,471807.039,0.018436475,5,0.15,1,6969.026506,weekly,150.716608
SACRAMENTO-CA,Existing Loyal KC,Search Reg,Non-Brand,Tablet,overall,471807.039,0.018436475,0,0.6,1,31825.89194,weekly,120.8173742
DENVER-CO,Existing Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,468403.4972,0.018436475,5,0.3,1,2173.822685,weekly,111.3306541
DENVER-CO,New Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,468403.4972,0.018436475,0,0.75,1,3121.044932,weekly,195.5446213
DENVER-CO,Existing Non-Loyal KC,Search Reg,Non-Brand,Tablet,overall,468403.4972,0.018436475,5,0.45,1,3688.807544,weekly,137.2858158
DENVER-CO,New Non-Loyal NKC,Search Reg,Non-Brand,Tablet,overall,468403.4972,0.018436475,5,0.15,1,11326.02924,weekly,140.5972456
DENVER-CO,Existing Loyal KC,Search Reg,Non-Brand,Tablet,overall,468403.4972,0.018436475,0,0.6,1,23875.68618,weekly,134.5889298
TUCSON-AZ,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,676797.6592,0.012101881,5,0.3,1,163.4994842,weekly,106.877451
TUCSON-AZ,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,676797.6592,0.012101881,0,0.75,1,431.7928522,weekly,176.0816609
TUCSON-AZ,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,676797.6592,0.012101881,5,0.15,1,1790.357643,weekly,136.424906
TUCSON-AZ,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,676797.6592,0.012101881,5,0.45,1,2040.536838,weekly,128.7067058
TUCSON-AZ,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,676797.6592,0.012101881,0,0.6,1,5451.884819,weekly,124.4141206
BUFFALO-NY,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,874299.9791,0.012913827,0,0.75,1,6.990749107,weekly,177.9543423
BUFFALO-NY,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,874299.9791,0.012913827,5,0.3,1,547.1554826,weekly,104.6928704
BUFFALO-NY,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,874299.9791,0.012913827,5,0.15,1,2540.862271,weekly,125.7425882
BUFFALO-NY,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,874299.9791,0.012913827,5,0.45,1,3773.689551,weekly,129.1152217
BUFFALO-NY,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,874299.9791,0.012913827,0,0.6,1,22627.58538,weekly,126.1570508
PROVIDENCE-RI,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,871817.1671,0.012913827,0,0.75,1,7.911735757,weekly,183.2779679
PROVIDENCE-RI,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,871817.1671,0.012913827,5,0.3,1,474.455882,weekly,112.6076895
PROVIDENCE-RI,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,871817.1671,0.012913827,5,0.15,1,2268.379036,weekly,135.0370552
PROVIDENCE-RI,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,871817.1671,0.012913827,5,0.45,1,3915.271225,weekly,129.4269012
PROVIDENCE-RI,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,871817.1671,0.012913827,0,0.6,1,25884.22984,weekly,130.0577434
COLUMBIA-SC,New Loyal KC,Tab,Weekend,Weekend,overall,116614.3143,0.046960978,0.3,0.05,1,59.34768004,weekly,173.7566849
COLUMBIA-SC,New Loyal NKC,Tab,Weekend,Weekend,overall,116614.3143,0.046960978,1,0.05,1,146.7514058,weekly,116.3397921
COLUMBIA-SC,New Non-Loyal KC,Tab,Weekend,Weekend,overall,116614.3143,0.046960978,0,0.75,1,304.6536687,weekly,183.2606
COLUMBIA-SC,Existing Non-Loyal NKC,Tab,Weekend,Weekend,overall,116614.3143,0.046960978,0.3,0.05,1,2063.455791,weekly,108.2207282
COLUMBIA-SC,New Non-Loyal NKC,Tab,Weekend,Weekend,overall,116614.3143,0.046960978,0,0.3,1,754.4343199,weekly,129.7598307
COLUMBIA-SC,Existing Loyal NKC,Tab,Weekend,Weekend,overall,116614.3143,0.046960978,0,0.05,1,5637.464311,weekly,105.7501559
COLUMBIA-SC,Existing Non-Loyal KC,Tab,Weekend,Weekend,overall,116614.3143,0.046960978,0,0.05,1,21699.03874,weekly,136.3132741
COLUMBIA-SC,Existing Loyal KC,Tab,Weekend,Weekend,overall,116614.3143,0.046960978,0,0.05,1,67709.98333,weekly,132.4048924
FORT MYERS/NAPLES-FL,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,673833.9696,0.012101881,5,0.3,1,343.8939368,weekly,105.1661708
FORT MYERS/NAPLES-FL,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,673833.9696,0.012101881,0,0.75,1,778.8535768,weekly,182.3836005
FORT MYERS/NAPLES-FL,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,673833.9696,0.012101881,5,0.15,1,2576.89644,weekly,129.0465477
FORT MYERS/NAPLES-FL,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,673833.9696,0.012101881,0,0.6,1,3820.925103,weekly,124.3330597
FORT MYERS/NAPLES-FL,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,673833.9696,0.012101881,5,0.45,1,4340.741726,weekly,127.1202729
SAN FRANCISCO-CA,New Non-Loyal KC,Search Reg,Brand,Desktop,overall,115848.752,0.044712144,0,0.3,1,237.5756551,weekly,182.1351434
SAN FRANCISCO-CA,New Non-Loyal NKC,Search Reg,Brand,Desktop,overall,115848.752,0.044712144,0,0.75,1,610.391283,weekly,152.3285896
SAN FRANCISCO-CA,Existing Loyal KC,Search Reg,Brand,Desktop,overall,115848.752,0.044712144,0.3,0.15,1,7207.612874,weekly,117.4054609
NEW ORLEANS-LA,New Loyal KC,Tab,Sunday,Sunday,overall,71873.1,0.061425504,0.3,0.05,1,45.68482228,weekly,195.0330155
NEW ORLEANS-LA,New Non-Loyal KC,Tab,Sunday,Sunday,overall,71873.1,0.061425504,0,0.75,1,22.56912075,weekly,189.2103968
NEW ORLEANS-LA,New Loyal NKC,Tab,Sunday,Sunday,overall,71873.1,0.061425504,1,0.05,1,109.9191209,weekly,128.8806792
NEW ORLEANS-LA,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,71873.1,0.061425504,0.3,0.05,1,1797.937238,weekly,101.9123591
NEW ORLEANS-LA,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,71873.1,0.061425504,0,0.3,1,1031.300837,weekly,123.2570559
NEW ORLEANS-LA,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,71873.1,0.061425504,0,0.05,1,4472.277634,weekly,132.6952267
NEW ORLEANS-LA,Existing Loyal KC,Tab,Sunday,Sunday,overall,71873.1,0.061425504,0.3,0.75,1,1759.232862,weekly,125.1465456
BOISE-ID,New Loyal NKC,Display,Display,Display,overall,3749087,0.002481152,9,0.75,1,59.90655711,weekly,107.9837552
BOISE-ID,New Loyal KC,Display,Display,Display,overall,3749087,0.002481152,1,0.75,1,81.25737352,weekly,183.8653309
BOISE-ID,New Non-Loyal NKC,Display,Display,Display,overall,3749087,0.002481152,1,0.45,1,1067.94211,weekly,124.9974595
BOISE-ID,Existing Non-Loyal NKC,Display,Display,Display,overall,3749087,0.002481152,0.3,0.05,1,12364.9863,weekly,97.60085254
BOISE-ID,Existing Loyal NKC,Display,Display,Display,overall,3749087,0.002481152,0,0.75,1,1870.317163,weekly,96.77257316
BOISE-ID,Existing Loyal KC,Display,Display,Display,overall,3749087,0.002481152,0,0.05,1,109555.5443,weekly,120.0221038
BOISE-ID,Existing Non-Loyal KC,Display,Display,Display,overall,3749087,0.002481152,1,0.15,1,48217.81425,weekly,122.5968144
JOHNSTOWN/ALTOONA-PA,New Loyal KC,Display,Display,Display,overall,2871941,0.002717152,1,0.75,1,91.0843195,weekly,186.0075591
JOHNSTOWN/ALTOONA-PA,New Loyal NKC,Display,Display,Display,overall,2871941,0.002717152,9,0.75,1,98.66898554,weekly,121.1811549
JOHNSTOWN/ALTOONA-PA,New Non-Loyal NKC,Display,Display,Display,overall,2871941,0.002717152,1,0.45,1,866.3808711,weekly,127.6761823
JOHNSTOWN/ALTOONA-PA,Existing Non-Loyal NKC,Display,Display,Display,overall,2871941,0.002717152,0.3,0.05,1,13372.71931,weekly,110.3520721
JOHNSTOWN/ALTOONA-PA,Existing Loyal NKC,Display,Display,Display,overall,2871941,0.002717152,0,0.75,1,2373.678007,weekly,109.1117517
JOHNSTOWN/ALTOONA-PA,Existing Non-Loyal KC,Display,Display,Display,overall,2871941,0.002717152,1,0.15,1,19064.23207,weekly,135.7720094
JOHNSTOWN/ALTOONA-PA,Existing Loyal KC,Display,Display,Display,overall,2871941,0.002717152,0,0.05,1,143137.2963,weekly,135.2580568
DALLAS-TX,New Non-Loyal KC,Search Reg,Brand,Desktop,overall,115500.4173,0.044712144,0,0.3,1,237.9186653,weekly,197.6148134
DALLAS-TX,New Non-Loyal NKC,Search Reg,Brand,Desktop,overall,115500.4173,0.044712144,0,0.75,1,727.3996341,weekly,139.3310709
DALLAS-TX,Existing Loyal KC,Search Reg,Brand,Desktop,overall,115500.4173,0.044712144,0.3,0.15,1,10179.66275,weekly,129.5476111
BIRMINGHAM-AL,New Loyal KC,Tab,Sunday,Sunday,overall,73820.1223,0.044016406,0.3,0.05,1,69.29263067,weekly,199.8105295
BIRMINGHAM-AL,New Non-Loyal KC,Tab,Sunday,Sunday,overall,73820.1223,0.044016406,0,0.75,1,46.67462821,weekly,187.3168017
BIRMINGHAM-AL,New Loyal NKC,Tab,Sunday,Sunday,overall,73820.1223,0.044016406,1,0.05,1,169.6716697,weekly,131.1622504
BIRMINGHAM-AL,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,73820.1223,0.044016406,0.3,0.05,1,1388.003192,weekly,104.0063265
BIRMINGHAM-AL,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,73820.1223,0.044016406,0,0.3,1,841.7804113,weekly,128.9894847
BIRMINGHAM-AL,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,73820.1223,0.044016406,0,0.05,1,11252.82435,weekly,133.6598137
BIRMINGHAM-AL,Existing Loyal KC,Tab,Sunday,Sunday,overall,73820.1223,0.044016406,0.3,0.75,1,3986.090633,weekly,128.2787619
GREENWOOD-MS,New Loyal KC,Network TV,Network TV,Network TV,overall,210285.0204,0.027037824,5,0.75,1,0.079245679,weekly,333.0198331
GREENWOOD-MS,New Loyal NKC,Network TV,Network TV,Network TV,overall,210285.0204,0.027037824,5,0.15,1,7.597368371,weekly,144.1518932
GREENWOOD-MS,New Non-Loyal KC,Network TV,Network TV,Network TV,overall,210285.0204,0.027037824,5,0.15,1,76.59705631,weekly,183.3998952
GREENWOOD-MS,Existing Loyal NKC,Network TV,Network TV,Network TV,overall,210285.0204,0.027037824,0.6,0.75,1,72.60578318,weekly,114.1372289
GREENWOOD-MS,Existing Non-Loyal NKC,Network TV,Network TV,Network TV,overall,210285.0204,0.027037824,1,0.75,1,141.0211183,weekly,134.5736286
GREENWOOD-MS,New Non-Loyal NKC,Network TV,Network TV,Network TV,overall,210285.0204,0.027037824,0.6,0.05,1,809.3082606,weekly,139.0186093
GREENWOOD-MS,Existing Loyal KC,Network TV,Network TV,Network TV,overall,210285.0204,0.027037824,0.6,0.6,1,229.8411079,weekly,154.7209671
GREENWOOD-MS,Existing Non-Loyal KC,Network TV,Network TV,Network TV,overall,210285.0204,0.027037824,1,0.75,1,277.97044,weekly,178.0466461
BATON ROUGE-LA,New Non-Loyal KC,Tab,Sunday,Sunday,overall,105824,0.049701014,0,0.75,1,9.396416204,weekly,207.5136488
BATON ROUGE-LA,New Loyal KC,Tab,Sunday,Sunday,overall,105824,0.049701014,0.3,0.05,1,70.21782523,weekly,216.2828195
BATON ROUGE-LA,New Loyal NKC,Tab,Sunday,Sunday,overall,105824,0.049701014,1,0.05,1,254.1661698,weekly,133.1352463
BATON ROUGE-LA,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,105824,0.049701014,0.3,0.05,1,2011.917896,weekly,110.1366077
BATON ROUGE-LA,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,105824,0.049701014,0,0.3,1,607.2753538,weekly,137.680224
BATON ROUGE-LA,Existing Loyal KC,Tab,Sunday,Sunday,overall,105824,0.049701014,0.3,0.75,1,1101.186929,weekly,133.9984895
BATON ROUGE-LA,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,105824,0.049701014,0,0.05,1,7183.027336,weekly,141.0733277
ST. GEORGE-UT,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,5,0.05,1,88.01216613,weekly,212.7916768
SALT LAKE CITY-UT,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,5,0.05,1,88.01216613,weekly,212.7916768
ST. GEORGE-UT,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,0,0.45,1,26.96292548,weekly,128.1467989
SALT LAKE CITY-UT,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,0,0.45,1,26.96292548,weekly,128.1467989
ST. GEORGE-UT,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,5,0.3,1,6913.606505,weekly,102.9506546
SALT LAKE CITY-UT,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,5,0.3,1,6913.606505,weekly,102.9506546
ST. GEORGE-UT,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,1,0.75,1,4363.268482,weekly,127.8604556
SALT LAKE CITY-UT,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,1,0.75,1,4363.268482,weekly,127.8604556
ST. GEORGE-UT,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,0.3,0.05,1,89521.82816,weekly,124.283813
SALT LAKE CITY-UT,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,1724102.773,0.011441785,0.3,0.05,1,89521.82816,weekly,124.283813
PADUCAH-KY,New Loyal KC,Tab,Sunday,Sunday,overall,74722,0.051507849,0.3,0.05,1,55.24184543,weekly,218.1814642
PADUCAH-KY,New Non-Loyal KC,Tab,Sunday,Sunday,overall,74722,0.051507849,0,0.75,1,37.3702726,weekly,179.1642371
PADUCAH-KY,New Loyal NKC,Tab,Sunday,Sunday,overall,74722,0.051507849,1,0.05,1,135.6954952,weekly,120.2010881
PADUCAH-KY,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,74722,0.051507849,0.3,0.05,1,2171.738199,weekly,108.1581999
PADUCAH-KY,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,74722,0.051507849,0,0.3,1,662.2549184,weekly,131.0702071
PADUCAH-KY,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,74722,0.051507849,0,0.05,1,14203.65787,weekly,131.4912616
PADUCAH-KY,Existing Loyal KC,Tab,Sunday,Sunday,overall,74722,0.051507849,0.3,0.75,1,8251.699309,weekly,128.3347926
DETROIT-MI,New Loyal KC,Search PLA,Non-Brand,Tablet,overall,627605.9907,0.014167183,5,0.05,1,274.4124912,weekly,191.9856132
DETROIT-MI,New Loyal NKC,Search PLA,Non-Brand,Tablet,overall,627605.9907,0.014167183,0,0.45,1,120.9550446,weekly,108.1982329
DETROIT-MI,Existing Non-Loyal KC,Search PLA,Non-Brand,Tablet,overall,627605.9907,0.014167183,1,0.75,1,18055.69842,weekly,127.7486517
DETROIT-MI,Existing Loyal KC,Search PLA,Non-Brand,Tablet,overall,627605.9907,0.014167183,0.3,0.05,1,251223.1305,weekly,126.4970259
DENVER-CO,New Loyal KC,Tab,Midweek,Midweek,overall,195491.7911,0.038848408,0.3,0.05,1,294.2962761,weekly,197.9913195
DENVER-CO,New Non-Loyal NKC,Tab,Midweek,Midweek,overall,195491.7911,0.038848408,0,0.3,1,67.36583272,weekly,140.5972456
DENVER-CO,New Loyal NKC,Tab,Midweek,Midweek,overall,195491.7911,0.038848408,1,0.05,1,558.9588946,weekly,121.7926482
DENVER-CO,New Non-Loyal KC,Tab,Midweek,Midweek,overall,195491.7911,0.038848408,0,0.75,1,715.2772837,weekly,195.5446213
DENVER-CO,Existing Non-Loyal NKC,Tab,Midweek,Midweek,overall,195491.7911,0.038848408,0.3,0.05,1,13155.59604,weekly,111.3306541
DENVER-CO,Existing Loyal NKC,Tab,Midweek,Midweek,overall,195491.7911,0.038848408,0,0.05,1,21398.01204,weekly,109.7864646
DENVER-CO,Existing Non-Loyal KC,Tab,Midweek,Midweek,overall,195491.7911,0.038848408,0,0.05,1,36570.15788,weekly,137.2858158
DENVER-CO,Existing Loyal KC,Tab,Midweek,Midweek,overall,195491.7911,0.038848408,0,0.75,1,26174.01071,weekly,134.5889298
GREENVILLE-SC,New Loyal KC,Search PLA,Non-Brand,Desktop,overall,529543.0726,0.016529041,5,0.05,1,126.1264586,weekly,192.8957981
GREENVILLE-SC,New Loyal NKC,Search PLA,Non-Brand,Desktop,overall,529543.0726,0.016529041,0,0.45,1,36.91267803,weekly,109.5694474
GREENVILLE-SC,Existing Loyal KC,Search PLA,Non-Brand,Desktop,overall,529543.0726,0.016529041,0.3,0.05,1,37501.22745,weekly,124.1970898
GREENVILLE-SC,Existing Loyal NKC,Search PLA,Non-Brand,Desktop,overall,529543.0726,0.016529041,5,0.3,1,6419.112689,weekly,99.91277262
GREENVILLE-SC,Existing Non-Loyal KC,Search PLA,Non-Brand,Desktop,overall,529543.0726,0.016529041,1,0.75,1,7019.33762,weekly,128.758116
SEATTLE-WA,New Loyal KC,Search PLA,Non-Brand,Tablet,overall,625178.5532,0.014167183,5,0.05,1,214.4088943,weekly,176.874958
SEATTLE-WA,New Loyal NKC,Search PLA,Non-Brand,Tablet,overall,625178.5532,0.014167183,0,0.45,1,166.7864482,weekly,126.5436551
SEATTLE-WA,Existing Non-Loyal KC,Search PLA,Non-Brand,Tablet,overall,625178.5532,0.014167183,1,0.75,1,2263.676138,weekly,127.1102931
SEATTLE-WA,Existing Loyal KC,Search PLA,Non-Brand,Tablet,overall,625178.5532,0.014167183,0.3,0.05,1,86648.66668,weekly,122.7271255
EVANSVILLE-IN,New Loyal KC,Tab,Sunday,Sunday,overall,72938,0.042600654,0.3,0.05,1,43.14338254,weekly,181.9179908
EVANSVILLE-IN,New Non-Loyal KC,Tab,Sunday,Sunday,overall,72938,0.042600654,0,0.75,1,36.26815283,weekly,182.9933781
EVANSVILLE-IN,New Loyal NKC,Tab,Sunday,Sunday,overall,72938,0.042600654,1,0.05,1,158.6378607,weekly,120.6820431
EVANSVILLE-IN,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,72938,0.042600654,0.3,0.05,1,1446.641724,weekly,111.4680853
EVANSVILLE-IN,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,72938,0.042600654,0,0.3,1,583.3418073,weekly,132.1447381
EVANSVILLE-IN,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,72938,0.042600654,0,0.05,1,14315.91202,weekly,132.7684504
EVANSVILLE-IN,Existing Loyal KC,Tab,Sunday,Sunday,overall,72938,0.042600654,0.3,0.75,1,6572.319108,weekly,129.8353522
LITTLE ROCK-AR,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,851768.0657,0.011441785,5,0.05,1,63.73745596,weekly,203.8389835
LITTLE ROCK-AR,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,851768.0657,0.011441785,0,0.45,1,17.64334041,weekly,116.0634001
LITTLE ROCK-AR,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,851768.0657,0.011441785,5,0.3,1,3235.572508,weekly,104.6152639
LITTLE ROCK-AR,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,851768.0657,0.011441785,1,0.75,1,2498.23667,weekly,137.5677216
LITTLE ROCK-AR,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,851768.0657,0.011441785,0.3,0.05,1,29137.57926,weekly,132.6002485
ROANOKE/LYNCHBURG-VA,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,653953.8036,0.012101881,5,0.3,1,218.5000801,weekly,106.6941418
ROANOKE/LYNCHBURG-VA,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,653953.8036,0.012101881,0,0.75,1,375.5509794,weekly,179.7185064
ROANOKE/LYNCHBURG-VA,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,653953.8036,0.012101881,5,0.15,1,1589.032885,weekly,126.0288157
ROANOKE/LYNCHBURG-VA,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,653953.8036,0.012101881,0,0.6,1,1893.460468,weekly,130.6927396
ROANOKE/LYNCHBURG-VA,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,653953.8036,0.012101881,5,0.45,1,2234.953932,weekly,132.8547215
