dma1_name,sales1_name,chan3_name,chan2_name,chan1_name,all_name,decomp,spend,max,cps,hl,hrf,wks
LAS VEGAS-NV,New Loyal NKC,Tab,Weekend,Weekend,overall,84.92436071,5421.839756,370428.401,0.037205777,1,0.05,1
LAS VEGAS-NV,Existing Non-Loyal NKC,Tab,Weekend,Weekend,overall,903.1366228,5421.839756,370428.401,0.037205777,0.3,0.05,1
LAS VEGAS-NV,New Non-Loyal KC,Tab,Weekend,Weekend,overall,999.608073,5421.839756,370428.401,0.037205777,0,0.75,1
LAS VEGAS-NV,New Non-Loyal NKC,Tab,Weekend,Weekend,overall,1068.18631,5421.839756,370428.401,0.037205777,0,0.3,1
LAS VEGAS-NV,Existing Loyal NKC,Tab,Weekend,Weekend,overall,2461.674477,5421.839756,370428.401,0.037205777,0,0.05,1
LAS VEGAS-NV,Existing Non-Loyal KC,Tab,Weekend,Weekend,overall,8587.325277,5421.839756,370428.401,0.037205777,0,0.05,1
LAS VEGAS-NV,Existing Loyal KC,Tab,Weekend,Weekend,overall,30014.78208,5421.839756,370428.401,0.037205777,0,0.05,1
FRESNO/VISALIA-CA,New Loyal KC,Tab,Sunday,Sunday,overall,46.0931594,5413.406252,205890.0717,0.057037154,0.3,0.05,1
FRESNO/VISALIA-CA,New Non-Loyal KC,Tab,Sunday,Sunday,overall,51.98623939,5413.406252,205890.0717,0.057037154,0,0.75,1
FRESNO/VISALIA-CA,New Loyal NKC,Tab,Sunday,Sunday,overall,227.5141722,5413.406252,205890.0717,0.057037154,1,0.05,1
FRESNO/VISALIA-CA,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,228.719714,5413.406252,205890.0717,0.057037154,0.3,0.05,1
FRESNO/VISALIA-CA,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,851.564463,5413.406252,205890.0717,0.057037154,0,0.3,1
FRESNO/VISALIA-CA,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,3614.523896,5413.406252,205890.0717,0.057037154,0,0.05,1
FRESNO/VISALIA-CA,Existing Loyal KC,Tab,Sunday,Sunday,overall,15817.53927,5413.406252,205890.0717,0.057037154,0.3,0.75,1
SACRAMENTO-CA,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,55.45055653,5399.925015,2382526.93,0.011441785,5,0.05,1
SACRAMENTO-CA,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,97.45288575,5399.925015,2382526.93,0.011441785,0,0.45,1
SACRAMENTO-CA,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,5063.146512,5399.925015,2382526.93,0.011441785,1,0.75,1
SACRAMENTO-CA,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,10917.68415,5399.925015,2382526.93,0.011441785,5,0.3,1
SACRAMENTO-CA,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,31990.10468,5399.925015,2382526.93,0.011441785,0.3,0.05,1
FRESNO/VISALIA-CA,New Loyal KC,Tab,Weekend,Weekend,overall,43.34924303,5376.837438,234547.2,0.047471043,0.3,0.05,1
FRESNO/VISALIA-CA,New Loyal NKC,Tab,Weekend,Weekend,overall,196.8400877,5376.837438,234547.2,0.047471043,1,0.05,1
FRESNO/VISALIA-CA,Existing Non-Loyal NKC,Tab,Weekend,Weekend,overall,200.4471982,5376.837438,234547.2,0.047471043,0.3,0.05,1
FRESNO/VISALIA-CA,New Non-Loyal KC,Tab,Weekend,Weekend,overall,640.6189609,5376.837438,234547.2,0.047471043,0,0.75,1
FRESNO/VISALIA-CA,New Non-Loyal NKC,Tab,Weekend,Weekend,overall,982.5989761,5376.837438,234547.2,0.047471043,0,0.3,1
FRESNO/VISALIA-CA,Existing Non-Loyal KC,Tab,Weekend,Weekend,overall,5030.189512,5376.837438,234547.2,0.047471043,0,0.05,1
FRESNO/VISALIA-CA,Existing Loyal NKC,Tab,Weekend,Weekend,overall,7661.478539,5376.837438,234547.2,0.047471043,0,0.05,1
FRESNO/VISALIA-CA,Existing Loyal KC,Tab,Weekend,Weekend,overall,23681.62664,5376.837438,234547.2,0.047471043,0,0.05,1
DENVER-CO,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,25.88227004,5360.970806,2365339.756,0.011441785,5,0.05,1
DENVER-CO,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,51.38703389,5360.970806,2365339.756,0.011441785,0,0.45,1
DENVER-CO,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,17161.01824,5360.970806,2365339.756,0.011441785,1,0.75,1
DENVER-CO,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,19620.92983,5360.970806,2365339.756,0.011441785,5,0.3,1
DENVER-CO,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,24077.47558,5360.970806,2365339.756,0.011441785,0.3,0.05,1
MIAMI/FT. LAUDERDALE-FL,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,12.08435431,5352.646702,2351315.492,0.012913827,0,0.75,1
MIAMI/FT. LAUDERDALE-FL,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,603.8712815,5352.646702,2351315.492,0.012913827,5,0.3,1
MIAMI/FT. LAUDERDALE-FL,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,2001.050657,5352.646702,2351315.492,0.012913827,5,0.15,1
MIAMI/FT. LAUDERDALE-FL,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,4384.558738,5352.646702,2351315.492,0.012913827,5,0.45,1
MIAMI/FT. LAUDERDALE-FL,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,7829.230272,5352.646702,2351315.492,0.012913827,0,0.6,1
LA CROSSE/EAU CLAIRE-WI,New Loyal KC,Network TV,Network TV,Network TV,overall,2.632359008,5328.482021,568831.5467,0.027037825,5,0.75,1
LA CROSSE/EAU CLAIRE-WI,New Loyal NKC,Network TV,Network TV,Network TV,overall,100.3203637,5328.482021,568831.5467,0.027037825,5,0.15,1
LA CROSSE/EAU CLAIRE-WI,New Non-Loyal KC,Network TV,Network TV,Network TV,overall,716.233701,5328.482021,568831.5467,0.027037825,5,0.15,1
LA CROSSE/EAU CLAIRE-WI,New Non-Loyal NKC,Network TV,Network TV,Network TV,overall,1855.386157,5328.482021,568831.5467,0.027037825,0.6,0.05,1
LA CROSSE/EAU CLAIRE-WI,Existing Loyal NKC,Network TV,Network TV,Network TV,overall,4994.510588,5328.482021,568831.5467,0.027037825,0.6,0.75,1
LA CROSSE/EAU CLAIRE-WI,Existing Non-Loyal NKC,Network TV,Network TV,Network TV,overall,6307.505315,5328.482021,568831.5467,0.027037825,1,0.75,1
LA CROSSE/EAU CLAIRE-WI,Existing Non-Loyal KC,Network TV,Network TV,Network TV,overall,19107.51786,5328.482021,568831.5467,0.027037825,1,0.75,1
LA CROSSE/EAU CLAIRE-WI,Existing Loyal KC,Network TV,Network TV,Network TV,overall,24248.25676,5328.482021,568831.5467,0.027037825,0.6,0.6,1
LAS VEGAS-NV,New Loyal NKC,Display,Display,Display,overall,239.2896923,5311.49,10177764,0.002710031,9,0.75,1
LAS VEGAS-NV,New Loyal KC,Display,Display,Display,overall,274.0780678,5311.49,10177764,0.002710031,1,0.75,1
LAS VEGAS-NV,New Non-Loyal NKC,Display,Display,Display,overall,1850.713363,5311.49,10177764,0.002710031,1,0.45,1
LAS VEGAS-NV,Existing Non-Loyal NKC,Display,Display,Display,overall,1889.44462,5311.49,10177764,0.002710031,0.3,0.05,1
LAS VEGAS-NV,Existing Loyal NKC,Display,Display,Display,overall,12964.89349,5311.49,10177764,0.002710031,0,0.75,1
LAS VEGAS-NV,Existing Loyal KC,Display,Display,Display,overall,29949.2399,5311.49,10177764,0.002710031,0,0.05,1
LAS VEGAS-NV,Existing Non-Loyal KC,Display,Display,Display,overall,48555.04949,5311.49,10177764,0.002710031,1,0.15,1
ST. LOUIS-MO,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,633.6988406,5302.76405,1802426.81,0.012101881,5,0.3,1
ST. LOUIS-MO,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,1672.463659,5302.76405,1802426.81,0.012101881,0,0.75,1
ST. LOUIS-MO,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,3427.465537,5302.76405,1802426.81,0.012101881,5,0.15,1
ST. LOUIS-MO,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,10117.06116,5302.76405,1802426.81,0.012101881,5,0.45,1
ST. LOUIS-MO,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,29275.38214,5302.76405,1802426.81,0.012101881,0,0.6,1
DAYTON-OH,New Loyal KC,Tab,Weekend,Weekend,overall,26.59920023,5297.944619,263816.9,0.037220558,0.3,0.05,1
DAYTON-OH,New Loyal NKC,Tab,Weekend,Weekend,overall,94.75631921,5297.944619,263816.9,0.037220558,1,0.05,1
DAYTON-OH,New Non-Loyal KC,Tab,Weekend,Weekend,overall,924.8556156,5297.944619,263816.9,0.037220558,0,0.75,1
DAYTON-OH,Existing Non-Loyal NKC,Tab,Weekend,Weekend,overall,1461.557647,5297.944619,263816.9,0.037220558,0.3,0.05,1
DAYTON-OH,New Non-Loyal NKC,Tab,Weekend,Weekend,overall,1479.096471,5297.944619,263816.9,0.037220558,0,0.3,1
DAYTON-OH,Existing Loyal NKC,Tab,Weekend,Weekend,overall,5882.259985,5297.944619,263816.9,0.037220558,0,0.05,1
DAYTON-OH,Existing Non-Loyal KC,Tab,Weekend,Weekend,overall,15367.259,5297.944619,263816.9,0.037220558,0,0.05,1
DAYTON-OH,Existing Loyal KC,Tab,Weekend,Weekend,overall,116448.1696,5297.944619,263816.9,0.037220558,0,0.05,1
WILKES-BARRE-PA,New Loyal KC,Tab,Weekend,Weekend,overall,24.98398918,5294.474029,306056.6,0.038634392,0.3,0.05,1
WILKES-BARRE-PA,New Loyal NKC,Tab,Weekend,Weekend,overall,76.44825948,5294.474029,306056.6,0.038634392,1,0.05,1
WILKES-BARRE-PA,New Non-Loyal KC,Tab,Weekend,Weekend,overall,759.0709679,5294.474029,306056.6,0.038634392,0,0.75,1
WILKES-BARRE-PA,Existing Non-Loyal NKC,Tab,Weekend,Weekend,overall,915.3122462,5294.474029,306056.6,0.038634392,0.3,0.05,1
WILKES-BARRE-PA,New Non-Loyal NKC,Tab,Weekend,Weekend,overall,1288.577776,5294.474029,306056.6,0.038634392,0,0.3,1
WILKES-BARRE-PA,Existing Loyal NKC,Tab,Weekend,Weekend,overall,2953.898808,5294.474029,306056.6,0.038634392,0,0.05,1
WILKES-BARRE-PA,Existing Non-Loyal KC,Tab,Weekend,Weekend,overall,10046.82411,5294.474029,306056.6,0.038634392,0,0.05,1
WILKES-BARRE-PA,Existing Loyal KC,Tab,Weekend,Weekend,overall,62043.86926,5294.474029,306056.6,0.038634392,0,0.05,1
PORTLAND-OR,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,593.6506295,5294.207938,1799518.56,0.012101881,5,0.3,1
PORTLAND-OR,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,1275.040148,5294.207938,1799518.56,0.012101881,0,0.75,1
PORTLAND-OR,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,3097.466323,5294.207938,1799518.56,0.012101881,5,0.15,1
PORTLAND-OR,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,7251.068107,5294.207938,1799518.56,0.012101881,0,0.6,1
PORTLAND-OR,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,7784.064885,5294.207938,1799518.56,0.012101881,5,0.45,1
SAN DIEGO-CA,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,238.2320487,5253.204523,1785581.365,0.012101881,5,0.3,1
SAN DIEGO-CA,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,1622.967777,5253.204523,1785581.365,0.012101881,0,0.75,1
SAN DIEGO-CA,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,2603.708731,5253.204523,1785581.365,0.012101881,5,0.15,1
SAN DIEGO-CA,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,4638.614685,5253.204523,1785581.365,0.012101881,5,0.45,1
SAN DIEGO-CA,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,17569.00317,5253.204523,1785581.365,0.012101881,0,0.6,1
AMARILLO-TX,New Loyal KC,Network TV,Network TV,Network TV,overall,69.08815655,5225.707917,557860.1007,0.027037825,5,0.75,1
AMARILLO-TX,New Loyal NKC,Network TV,Network TV,Network TV,overall,104.2434847,5225.707917,557860.1007,0.027037825,5,0.15,1
AMARILLO-TX,New Non-Loyal KC,Network TV,Network TV,Network TV,overall,410.3022379,5225.707917,557860.1007,0.027037825,5,0.15,1
AMARILLO-TX,New Non-Loyal NKC,Network TV,Network TV,Network TV,overall,1480.379652,5225.707917,557860.1007,0.027037825,0.6,0.05,1
AMARILLO-TX,Existing Non-Loyal NKC,Network TV,Network TV,Network TV,overall,2213.155942,5225.707917,557860.1007,0.027037825,1,0.75,1
AMARILLO-TX,Existing Non-Loyal KC,Network TV,Network TV,Network TV,overall,2815.161391,5225.707917,557860.1007,0.027037825,1,0.75,1
AMARILLO-TX,Existing Loyal NKC,Network TV,Network TV,Network TV,overall,3005.170744,5225.707917,557860.1007,0.027037825,0.6,0.75,1
AMARILLO-TX,Existing Loyal KC,Network TV,Network TV,Network TV,overall,11007.52918,5225.707917,557860.1007,0.027037825,0.6,0.6,1
DETROIT-MI,New Loyal KC,Tab,Midweek,Midweek,overall,56.48573542,5193.614092,689860.0823,0.041597685,0.3,0.05,1
DETROIT-MI,New Loyal NKC,Tab,Midweek,Midweek,overall,128.3247328,5193.614092,689860.0823,0.041597685,1,0.05,1
DETROIT-MI,New Non-Loyal KC,Tab,Midweek,Midweek,overall,600.0932512,5193.614092,689860.0823,0.041597685,0,0.75,1
DETROIT-MI,Existing Non-Loyal NKC,Tab,Midweek,Midweek,overall,2617.005588,5193.614092,689860.0823,0.041597685,0.3,0.05,1
DETROIT-MI,Existing Loyal NKC,Tab,Midweek,Midweek,overall,4905.191988,5193.614092,689860.0823,0.041597685,0,0.05,1
DETROIT-MI,Existing Non-Loyal KC,Tab,Midweek,Midweek,overall,5459.446248,5193.614092,689860.0823,0.041597685,0,0.05,1
DETROIT-MI,Existing Loyal KC,Tab,Midweek,Midweek,overall,42204.79494,5193.614092,689860.0823,0.041597685,0,0.75,1
CLEVELAND-OH,New Loyal KC,Search PLA,Non-Brand,Mobile,overall,31.45306375,5171.364038,2281682.44,0.011441785,5,0.05,1
CLEVELAND-OH,New Loyal NKC,Search PLA,Non-Brand,Mobile,overall,46.31254653,5171.364038,2281682.44,0.011441785,0,0.45,1
CLEVELAND-OH,Existing Loyal NKC,Search PLA,Non-Brand,Mobile,overall,6814.074878,5171.364038,2281682.44,0.011441785,5,0.3,1
CLEVELAND-OH,Existing Non-Loyal KC,Search PLA,Non-Brand,Mobile,overall,19974.95555,5171.364038,2281682.44,0.011441785,1,0.75,1
CLEVELAND-OH,Existing Loyal KC,Search PLA,Non-Brand,Mobile,overall,29748.7525,5171.364038,2281682.44,0.011441785,0.3,0.05,1
PORTLAND-OR,New Loyal KC,Tab,Sunday,Sunday,overall,29.73398455,5160.926212,221547.787,0.038110904,0.3,0.05,1
PORTLAND-OR,New Non-Loyal KC,Tab,Sunday,Sunday,overall,48.00799916,5160.926212,221547.787,0.038110904,0,0.75,1
PORTLAND-OR,New Loyal NKC,Tab,Sunday,Sunday,overall,143.222491,5160.926212,221547.787,0.038110904,1,0.05,1
PORTLAND-OR,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,1477.61579,5160.926212,221547.787,0.038110904,0.3,0.05,1
PORTLAND-OR,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,1781.25149,5160.926212,221547.787,0.038110904,0,0.3,1
PORTLAND-OR,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,7348.758151,5160.926212,221547.787,0.038110904,0,0.05,1
PORTLAND-OR,Existing Loyal KC,Tab,Sunday,Sunday,overall,12478.40011,5160.926212,221547.787,0.038110904,0.3,0.75,1
HARRISBURG/LANCASTER-PA,New Loyal NKC,Display,Display,Display,overall,212.0884453,5127.661154,7849341,0.002731749,9,0.75,1
HARRISBURG/LANCASTER-PA,New Loyal KC,Display,Display,Display,overall,247.2767383,5127.661154,7849341,0.002731749,1,0.75,1
HARRISBURG/LANCASTER-PA,New Non-Loyal NKC,Display,Display,Display,overall,2382.964619,5127.661154,7849341,0.002731749,1,0.45,1
HARRISBURG/LANCASTER-PA,Existing Non-Loyal NKC,Display,Display,Display,overall,2684.745722,5127.661154,7849341,0.002731749,0.3,0.05,1
HARRISBURG/LANCASTER-PA,Existing Loyal NKC,Display,Display,Display,overall,11060.37207,5127.661154,7849341,0.002731749,0,0.75,1
HARRISBURG/LANCASTER-PA,Existing Loyal KC,Display,Display,Display,overall,43464.94051,5127.661154,7849341,0.002731749,0,0.05,1
HARRISBURG/LANCASTER-PA,Existing Non-Loyal KC,Display,Display,Display,overall,80327.97534,5127.661154,7849341,0.002731749,1,0.15,1
PROVIDENCE-RI,New Loyal KC,Tab,Sunday,Sunday,overall,40.73689323,5125.285662,239221.3974,0.048473739,0.3,0.05,1
PROVIDENCE-RI,New Non-Loyal KC,Tab,Sunday,Sunday,overall,84.79874195,5125.285662,239221.3974,0.048473739,0,0.75,1
PROVIDENCE-RI,New Loyal NKC,Tab,Sunday,Sunday,overall,149.0452594,5125.285662,239221.3974,0.048473739,1,0.05,1
PROVIDENCE-RI,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,547.4334863,5125.285662,239221.3974,0.048473739,0.3,0.05,1
PROVIDENCE-RI,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,881.9297797,5125.285662,239221.3974,0.048473739,0,0.3,1
PROVIDENCE-RI,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,5034.121684,5125.285662,239221.3974,0.048473739,0,0.05,1
PROVIDENCE-RI,Existing Loyal KC,Tab,Sunday,Sunday,overall,26246.73106,5125.285662,239221.3974,0.048473739,0.3,0.75,1
PHILADELPHIA-PA,New Loyal NKC,Local Radio,Local Radio,Local Radio,overall,690.4750383,5121.384615,1244360.8,0.025438467,0,0.05,1
PHILADELPHIA-PA,Existing Loyal KC,Local Radio,Local Radio,Local Radio,overall,4338.784472,5121.384615,1244360.8,0.025438467,1,0.3,1
PHILADELPHIA-PA,Existing Non-Loyal KC,Local Radio,Local Radio,Local Radio,overall,47984.53854,5121.384615,1244360.8,0.025438467,3,0.05,1
NORFOLK-VA,New Loyal KC,Tab,Sunday,Sunday,overall,25.62734007,5090.390354,291778.7011,0.040422016,0.3,0.05,1
NORFOLK-VA,New Non-Loyal KC,Tab,Sunday,Sunday,overall,77.43296677,5090.390354,291778.7011,0.040422016,0,0.75,1
NORFOLK-VA,New Loyal NKC,Tab,Sunday,Sunday,overall,93.86939117,5090.390354,291778.7011,0.040422016,1,0.05,1
NORFOLK-VA,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,1064.70144,5090.390354,291778.7011,0.040422016,0.3,0.05,1
NORFOLK-VA,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,1215.980227,5090.390354,291778.7011,0.040422016,0,0.3,1
NORFOLK-VA,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,6317.882092,5090.390354,291778.7011,0.040422016,0,0.05,1
NORFOLK-VA,Existing Loyal KC,Tab,Sunday,Sunday,overall,9586.586297,5090.390354,291778.7011,0.040422016,0.3,0.75,1
TEXARKANA-TX,New Loyal KC,Network TV,Network TV,Network TV,overall,48.57840134,5047.393787,1077649.058,0.027037825,5,0.75,1
SHREVEPORT-LA,New Loyal KC,Network TV,Network TV,Network TV,overall,48.57840134,5047.393787,1077649.058,0.027037825,5,0.75,1
TEXARKANA-TX,New Loyal NKC,Network TV,Network TV,Network TV,overall,62.35048125,5047.393787,1077649.058,0.027037825,5,0.15,1
SHREVEPORT-LA,New Loyal NKC,Network TV,Network TV,Network TV,overall,62.35048125,5047.393787,1077649.058,0.027037825,5,0.15,1
TEXARKANA-TX,New Non-Loyal KC,Network TV,Network TV,Network TV,overall,273.0822513,5047.393787,1077649.058,0.027037825,5,0.15,1
SHREVEPORT-LA,New Non-Loyal KC,Network TV,Network TV,Network TV,overall,273.0822513,5047.393787,1077649.058,0.027037825,5,0.15,1
TEXARKANA-TX,New Non-Loyal NKC,Network TV,Network TV,Network TV,overall,981.9371404,5047.393787,1077649.058,0.027037825,0.6,0.05,1
SHREVEPORT-LA,New Non-Loyal NKC,Network TV,Network TV,Network TV,overall,981.9371404,5047.393787,1077649.058,0.027037825,0.6,0.05,1
TEXARKANA-TX,Existing Non-Loyal NKC,Network TV,Network TV,Network TV,overall,2007.459411,5047.393787,1077649.058,0.027037825,1,0.75,1
SHREVEPORT-LA,Existing Non-Loyal NKC,Network TV,Network TV,Network TV,overall,2007.459411,5047.393787,1077649.058,0.027037825,1,0.75,1
TEXARKANA-TX,Existing Non-Loyal KC,Network TV,Network TV,Network TV,overall,2424.032733,5047.393787,1077649.058,0.027037825,1,0.75,1
SHREVEPORT-LA,Existing Non-Loyal KC,Network TV,Network TV,Network TV,overall,2424.032733,5047.393787,1077649.058,0.027037825,1,0.75,1
TEXARKANA-TX,Existing Loyal NKC,Network TV,Network TV,Network TV,overall,2686.729895,5047.393787,1077649.058,0.027037825,0.6,0.75,1
SHREVEPORT-LA,Existing Loyal NKC,Network TV,Network TV,Network TV,overall,2686.729895,5047.393787,1077649.058,0.027037825,0.6,0.75,1
TEXARKANA-TX,Existing Loyal KC,Network TV,Network TV,Network TV,overall,6223.022223,5047.393787,1077649.058,0.027037825,0.6,0.6,1
SHREVEPORT-LA,Existing Loyal KC,Network TV,Network TV,Network TV,overall,6223.022223,5047.393787,1077649.058,0.027037825,0.6,0.6,1
GREENVILLE-SC,New Loyal NKC,Display,Display,Display,overall,186.3854298,5036.249423,7283490,0.002825316,9,0.75,1
GREENVILLE-SC,New Loyal KC,Display,Display,Display,overall,296.1863142,5036.249423,7283490,0.002825316,1,0.75,1
GREENVILLE-SC,New Non-Loyal NKC,Display,Display,Display,overall,2333.521238,5036.249423,7283490,0.002825316,1,0.45,1
GREENVILLE-SC,Existing Non-Loyal NKC,Display,Display,Display,overall,4832.158229,5036.249423,7283490,0.002825316,0.3,0.05,1
GREENVILLE-SC,Existing Loyal NKC,Display,Display,Display,overall,16189.71926,5036.249423,7283490,0.002825316,0,0.75,1
GREENVILLE-SC,Existing Loyal KC,Display,Display,Display,overall,29953.11262,5036.249423,7283490,0.002825316,0,0.05,1
GREENVILLE-SC,Existing Non-Loyal KC,Display,Display,Display,overall,31687.59541,5036.249423,7283490,0.002825316,1,0.15,1
CHARLOTTE-NC,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,763.6420212,5032.714748,1710636.171,0.012101881,5,0.3,1
CHARLOTTE-NC,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,1451.203955,5032.714748,1710636.171,0.012101881,0,0.75,1
CHARLOTTE-NC,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,3027.635086,5032.714748,1710636.171,0.012101881,5,0.15,1
CHARLOTTE-NC,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,10001.11326,5032.714748,1710636.171,0.012101881,0,0.6,1
CHARLOTTE-NC,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,11862.76696,5032.714748,1710636.171,0.012101881,5,0.45,1
GREENSBORO-NC,New Loyal KC,Tab,Sunday,Sunday,overall,20.03703125,5016.824365,173201,0.046165151,0.3,0.05,1
GREENSBORO-NC,New Non-Loyal KC,Tab,Sunday,Sunday,overall,26.53978765,5016.824365,173201,0.046165151,0,0.75,1
GREENSBORO-NC,New Loyal NKC,Tab,Sunday,Sunday,overall,64.35987564,5016.824365,173201,0.046165151,1,0.05,1
GREENSBORO-NC,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,812.7014562,5016.824365,173201,0.046165151,0,0.3,1
GREENSBORO-NC,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,839.1267563,5016.824365,173201,0.046165151,0.3,0.05,1
GREENSBORO-NC,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,5389.664611,5016.824365,173201,0.046165151,0,0.05,1
GREENSBORO-NC,Existing Loyal KC,Tab,Sunday,Sunday,overall,14469.71319,5016.824365,173201,0.046165151,0.3,0.75,1
SACRAMENTO-CA,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,18.53664141,5003.765471,2198058.628,0.012913827,0,0.75,1
SACRAMENTO-CA,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,531.375369,5003.765471,2198058.628,0.012913827,5,0.3,1
SACRAMENTO-CA,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,2386.377113,5003.765471,2198058.628,0.012913827,5,0.15,1
SACRAMENTO-CA,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,4727.377601,5003.765471,2198058.628,0.012913827,5,0.45,1
SACRAMENTO-CA,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,38301.06069,5003.765471,2198058.628,0.012913827,0,0.6,1
ALBANY-NY,New Loyal KC,Tab,Sunday,Sunday,overall,22.66526491,4998.530954,177147.521,0.051161764,0.3,0.05,1
ALBANY-NY,New Non-Loyal KC,Tab,Sunday,Sunday,overall,42.36448056,4998.530954,177147.521,0.051161764,0,0.75,1
ALBANY-NY,New Loyal NKC,Tab,Sunday,Sunday,overall,77.66334655,4998.530954,177147.521,0.051161764,1,0.05,1
ALBANY-NY,Existing Non-Loyal NKC,Tab,Sunday,Sunday,overall,929.7061487,4998.530954,177147.521,0.051161764,0.3,0.05,1
ALBANY-NY,New Non-Loyal NKC,Tab,Sunday,Sunday,overall,964.2608299,4998.530954,177147.521,0.051161764,0,0.3,1
ALBANY-NY,Existing Non-Loyal KC,Tab,Sunday,Sunday,overall,5994.325757,4998.530954,177147.521,0.051161764,0,0.05,1
ALBANY-NY,Existing Loyal KC,Tab,Sunday,Sunday,overall,8747.945374,4998.530954,177147.521,0.051161764,0.3,0.75,1
DENVER-CO,New Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,18.58344525,4967.669092,2182202.179,0.012913827,0,0.75,1
DENVER-CO,Existing Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,2581.15739,4967.669092,2182202.179,0.012913827,5,0.3,1
DENVER-CO,New Non-Loyal NKC,Search Reg,Non-Brand,Mobile,overall,3878.32891,4967.669092,2182202.179,0.012913827,5,0.15,1
DENVER-CO,Existing Non-Loyal KC,Search Reg,Non-Brand,Mobile,overall,16022.96377,4967.669092,2182202.179,0.012913827,5,0.45,1
DENVER-CO,Existing Loyal KC,Search Reg,Non-Brand,Mobile,overall,28942.27031,4967.669092,2182202.179,0.012913827,0,0.6,1
BALTIMORE-MD,Existing Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,998.6753474,4966.000523,1687959.788,0.012101881,5,0.3,1
BALTIMORE-MD,New Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,1723.248083,4966.000523,1687959.788,0.012101881,0,0.75,1
BALTIMORE-MD,New Non-Loyal NKC,Search Reg,Non-Brand,Desktop,overall,3422.560998,4966.000523,1687959.788,0.012101881,5,0.15,1
BALTIMORE-MD,Existing Loyal KC,Search Reg,Non-Brand,Desktop,overall,14184.35589,4966.000523,1687959.788,0.012101881,0,0.6,1
BALTIMORE-MD,Existing Non-Loyal KC,Search Reg,Non-Brand,Desktop,overall,16613.22323,4966.000523,1687959.788,0.012101881,5,0.45,1
